Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Đường vào,Huyện,Tỉnh
6000000000.0,41.0,4,4,6.0,Gò Vấp,Hồ Chí Minh
3200000000.0,32.0,2,2,3.0,Quận 6,Hồ Chí Minh
12800000000.0,84.0,4,4,12.0,Quận 11,Hồ Chí Minh
21900000000.0,115.0,19,20,,Quận 10,Hồ Chí Minh
6850000000.0,41.8,4,5,3.0,Bình Thạnh,Hồ Chí Minh
15300000000.0,72.0,5,5,8.0,Quận 10,Hồ Chí Minh
9700000000.0,60.0,3,3,8.0,Bình Thạnh,Hồ Chí Minh
4550000000.0,66.7,2,2,6.0,Quận 12,Hồ Chí Minh
12600000000.0,55.0,4,3,4.0,Hoàng Mai,Hà Nội
6600000000.0,32.0,5,4,2.0,Hoàng Mai,Hà Nội
3100000000.0,45.0,2,2,3.0,Hồng Bàng,Hải Phòng
9500000000.0,75.0,4,4,,Tân Bình,Hồ Chí Minh
4500000000.0,45.0,3,2,,Tân Bình,Hồ Chí Minh
6700000000.0,36.5,3,4,,Nam Từ Liêm,Hà Nội
3000000000.0,45.0,4,4,,Thủ Đức,Hồ Chí Minh
5500000000.0,150.0,4,3,,Thủ Dầu Một,Bình Dương
17700000000.0,110.0,4,4,4.0,Hoàng Mai,Hà Nội
6500000000.0,80.0,4,4,8.0,Bình Tân,Hồ Chí Minh
9900000000.0,108.0,3,2,4.0,Quận 4,Hồ Chí Minh
5700000000.0,72.0,4,4,,Bình Tân,Hồ Chí Minh
6500000000.0,62.0,4,2,,Tân Phú,Hồ Chí Minh
5390000000.0,100.0,3,4,,Quận 12,Hồ Chí Minh
4200000000.0,51.0,3,2,3.0,Thủ Đức,Hồ Chí Minh
7000000000.0,32.0,3,4,3.0,Hà Đông,Hà Nội
8100000000.0,100.0,5,4,6.0,Thủ Đức,Hồ Chí Minh
18500000000.0,72.3,9,10,8.0,Quận 10,Hồ Chí Minh
5700000000.0,60.0,3,2,3.0,Thủ Đức,Hồ Chí Minh
6400000000.0,96.0,5,5,,Quận 12,Hồ Chí Minh
8199999999.999999,76.0,6,6,5.0,Bình Thạnh,Hồ Chí Minh
1250000000.0,6.66,4,4,,Quận 10,Hồ Chí Minh
8900000000.0,46.0,3,3,4.0,Hà Đông,Hà Nội
11000000000.0,78.0,3,3,7.0,Thủ Đức,Hồ Chí Minh
5600000000.0,56.0,4,3,4.0,Thủ Đức,Hồ Chí Minh
16800000000.0,73.0,3,3,3.0,Bắc Từ Liêm,Hà Nội
19000000000.0,80.0,9,9,10.0,Hoàng Mai,Hà Nội
12800000000.0,50.0,3,2,6.0,Hà Đông,Hà Nội
12990000000.0,59.0,6,5,4.0,Hoàng Mai,Hà Nội
6950000000.0,37.0,4,4,,Hà Đông,Hà Nội
6750000000.0,53.0,4,4,,Thủ Đức,Hồ Chí Minh
1350000000.0,57.0,2,1,24.0,Thủ Dầu Một,Bình Dương
14800000000.0,40.0,4,4,12.0,Hà Đông,Hà Nội
6300000000.0,34.0,3,4,2.5,Hà Đông,Hà Nội
3180000000.0,40.0,4,4,5.0,Thủ Đức,Hồ Chí Minh
28000000000.0,102.0,26,22,8.0,Hai Bà Trưng,Hà Nội
19000000000.0,62.0,4,4,,Bắc Từ Liêm,Hà Nội
6500000000.0,114.0,4,2,,Thủ Đức,Hồ Chí Minh
23000000000.0,56.0,8,5,8.0,Đống Đa,Hà Nội
5200000000.0,76.0,1,1,,Gò Vấp,Hồ Chí Minh
8700000000.0,38.4,4,4,,Bình Thạnh,Hồ Chí Minh
6680000000.0,38.0,3,3,5.0,Thanh Trì,Hà Nội
7190000000.0,50.0,3,4,5.0,Gò Vấp,Hồ Chí Minh
12600000000.0,40.0,4,4,3.0,Thanh Xuân,Hà Nội
4900000000.0,131.0,5,5,6.0,Quận 12,Hồ Chí Minh
14800000000.0,64.0,4,4,,Bình Thạnh,Hồ Chí Minh
6250000000.0,36.0,2,2,4.0,Bình Thạnh,Hồ Chí Minh
14600000000.0,39.0,3,4,6.0,Ba Đình,Hà Nội
7900000000.0,35.0,3,4,,Cầu Giấy,Hà Nội
5300000000.0,35.0,3,3,,Hà Đông,Hà Nội
13250000000.0,125.0,4,4,6.0,Quận 7,Hồ Chí Minh
16500000000.0,59.3,4,4,8.0,Quận 1,Hồ Chí Minh
15000000000.0,60.0,6,7,3.5,Hai Bà Trưng,Hà Nội
40000000000.0,156.5,21,21,,Bắc Từ Liêm,Hà Nội
20000000000.0,60.5,6,7,10.0,Cầu Giấy,Hà Nội
5900000000.0,30.0,3,4,,Cầu Giấy,Hà Nội
16800000000.0,50.0,7,6,3.0,Thanh Xuân,Hà Nội
6800000000.0,56.0,3,3,4.0,Bình Thạnh,Hồ Chí Minh
9980000000.0,72.0,8,8,,Bình Thạnh,Hồ Chí Minh
5900000000.0,60.4,3,3,4.0,Quận 7,Hồ Chí Minh
3300000000.0,64.0,2,1,3.0,Quận 7,Hồ Chí Minh
7790000000.0,95.0,5,5,,Bình Thạnh,Hồ Chí Minh
9650000000.0,42.0,4,4,9.0,Hoài Đức,Hà Nội
26000000000.0,130.0,4,4,,Quận 7,Hồ Chí Minh
3500000000.0,44.0,3,2,3.0,Quận 8,Hồ Chí Minh
13000000000.0,45.0,7,7,4.0,Bắc Từ Liêm,Hà Nội
4700000000.0,92.0,3,2,,Hóc Môn,Hồ Chí Minh
3690000000.0,40.0,2,2,,Quận 12,Hồ Chí Minh
6550000000.0,100.0,2,1,7.0,Quận 12,Hồ Chí Minh
4600000000.0,56.0,1,1,,Quận 12,Hồ Chí Minh
4700000000.0,64.0,3,3,,Quận 12,Hồ Chí Minh
6800000000.0,58.0,4,6,,Quận 12,Hồ Chí Minh
7200000000.0,30.5,7,4,4.0,Quận 1,Hồ Chí Minh
5980000000.0,84.8,4,3,,Quận 12,Hồ Chí Minh
6700000000.0,35.0,3,4,,Long Biên,Hà Nội
890000000.0,51.6,4,4,3.0,Đồ Sơn,Hải Phòng
14500000000.0,42.0,4,4,4.0,Tây Hồ,Hà Nội
5900000000.0,38.0,3,3,2.2,Nam Từ Liêm,Hà Nội
14500000000.0,75.0,4,4,4.0,Tây Hồ,Hà Nội
15000000000.0,150.0,4,4,,Thủ Đức,Hồ Chí Minh
22000000000.0,67.0,4,4,,Cầu Giấy,Hà Nội
36000000000.0,125.0,14,16,,Ba Đình,Hà Nội
6590000000.0,56.0,3,3,4.0,Thủ Đức,Hồ Chí Minh
6700000000.0,35.0,5,4,3.0,Hoàng Mai,Hà Nội
9500000000.0,55.0,4,3,3.5,Hoàng Mai,Hà Nội
3850000000.0,48.0,2,2,250.0,Thủ Đức,Hồ Chí Minh
5950000000.0,110.0,2,2,3.0,Thủ Đức,Hồ Chí Minh
8750000000.0,45.0,6,6,6.0,Tây Hồ,Hà Nội
4750000000.0,31.1,5,3,2.5,Hoài Đức,Hà Nội
6950000000.0,82.0,4,3,,Sơn Trà,Đà Nẵng
18700000000.0,65.0,11,13,3.0,Cầu Giấy,Hà Nội
10200000000.0,98.0,4,5,5.5,Sơn Trà,Đà Nẵng
6790000000.0,71.9,3,4,,Quận 7,Hồ Chí Minh
9800000000.0,52.0,4,3,3.5,Ba Đình,Hà Nội
8950000000.0,60.0,4,5,8.0,Quận 7,Hồ Chí Minh
5000000000.0,70.0,4,4,3.0,Thủ Đức,Hồ Chí Minh
6850000000.0,106.0,5,5,4.0,Quận 7,Hồ Chí Minh
7900000000.0,60.3,2,2,8.0,Quận 7,Hồ Chí Minh
6950000000.0,40.1,3,3,,Quận 7,Hồ Chí Minh
7500000000.0,82.67,4,5,,Quận 7,Hồ Chí Minh
7900000000.0,80.0,2,3,,Quận 7,Hồ Chí Minh
7690000000.0,60.0,2,2,,Quận 7,Hồ Chí Minh
15800000000.0,55.0,5,6,4.0,Hai Bà Trưng,Hà Nội
11500000000.0,50.0,4,4,5.0,Hà Đông,Hà Nội
4800000000.0,115.0,3,2,3.5,Sơn Trà,Đà Nẵng
8890000000.0,110.2,5,4,,Quận 7,Hồ Chí Minh
12600000000.0,40.0,4,4,6.0,Thanh Xuân,Hà Nội
5500000000.0,90.0,3,3,,Quận 7,Hồ Chí Minh
22000000000.0,124.0,4,4,12.0,Quận 10,Hồ Chí Minh
45000000000.0,140.0,10,10,,Tây Hồ,Hà Nội
8300000000.000001,62.4,3,3,,Quận 7,Hồ Chí Minh
5200000000.0,44.0,2,2,,Gò Vấp,Hồ Chí Minh
11500000000.0,50.0,5,5,6.0,Tây Hồ,Hà Nội
12000000000.0,230.0,3,3,7.0,Biên Hòa,Đồng Nai
4480000000.0,91.0,3,3,4.0,Hoài Đức,Hà Nội
8300000000.000001,49.0,2,2,5.0,Bình Thạnh,Hồ Chí Minh
6200000000.0,72.0,3,4,7.0,Biên Hòa,Đồng Nai
16600000000.000002,62.0,4,4,3.0,Thanh Xuân,Hà Nội
13300000000.0,42.0,3,5,2.5,Thanh Xuân,Hà Nội
7950000000.0,72.0,4,5,8.0,Biên Hòa,Đồng Nai
9500000000.0,80.0,4,3,3.5,Ba Đình,Hà Nội
8000000000.0,50.0,5,3,3.0,Đống Đa,Hà Nội
4200000000.0,35.0,3,3,5.0,Long Biên,Hà Nội
3000000000.0,68.0,3,2,5.0,Nha Trang,Khánh Hòa
9300000000.0,60.0,4,3,,Hoàng Mai,Hà Nội
8279999999.999999,92.0,8,8,,Tân Bình,Hồ Chí Minh
5250000000.0,32.0,3,4,,Long Biên,Hà Nội
7000000000.0,50.0,4,3,6.0,Quận 8,Hồ Chí Minh
5500000000.0,43.0,4,5,3.0,Thanh Oai,Hà Nội
8000000000.0,45.0,7,6,3.0,Ba Đình,Hà Nội
16000000000.0,60.0,2,2,9.0,Bắc Từ Liêm,Hà Nội
7950000000.0,67.5,3,4,9.0,Thanh Oai,Hà Nội
10000000000.0,77.0,3,4,6.0,Quận 7,Hồ Chí Minh
10480000000.0,71.0,5,4,,Tân Bình,Hồ Chí Minh
4200000000.0,62.0,2,2,12.0,Thủ Đức,Hồ Chí Minh
4700000000.0,56.0,3,2,6.0,Bình Tân,Hồ Chí Minh
6500000000.0,38.0,3,3,3.5,Hoàn Kiếm,Hà Nội
22000000000.0,75.0,4,4,8.0,Quận 10,Hồ Chí Minh
29900000000.0,150.0,27,28,,Quận 7,Hồ Chí Minh
18500000000.0,71.0,6,6,3.0,Đống Đa,Hà Nội
5600000000.0,56.0,3,3,6.0,Bình Tân,Hồ Chí Minh
17500000000.0,115.0,5,5,12.0,Hà Đông,Hà Nội
10800000000.0,65.0,3,3,8.0,Hà Đông,Hà Nội
5500000000.0,35.0,4,3,5.0,Tân Bình,Hồ Chí Minh
9800000000.0,45.0,5,5,4.0,Long Biên,Hà Nội
2600000000.0,27.0,2,2,2.0,Bình Tân,Hồ Chí Minh
5000000000.0,41.0,6,4,3.0,Hoài Đức,Hà Nội
32000000000.0,100.0,16,4,,Thanh Xuân,Hà Nội
4300000000.0,66.0,4,3,3.0,Hà Đông,Hà Nội
53000000000.0,295.0,4,4,,Quận 2,Hồ Chí Minh
31000000000.0,70.0,16,4,,Thanh Xuân,Hà Nội
19000000000.0,160.0,4,4,,Bình Thạnh,Hồ Chí Minh
38000000000.0,259.0,4,4,,Thủ Đức,Hồ Chí Minh
7900000000.0,35.0,4,4,,Ba Đình,Hà Nội
5750000000.0,35.0,3,3,,Long Biên,Hà Nội
6500000000.0,68.0,4,5,7.0,Thủ Đức,Hồ Chí Minh
3990000000.0,50.0,5,4,5.0,Bình Tân,Hồ Chí Minh
11500000000.0,42.0,4,4,7.0,Thanh Xuân,Hà Nội
3500000000.0,36.0,2,2,4.0,Bình Tân,Hồ Chí Minh
17000000000.0,84.0,3,3,10.0,Phú Nhuận,Hồ Chí Minh
7300000000.0,55.0,3,4,5.0,Thủ Đức,Hồ Chí Minh
11600000000.0,48.0,4,4,,Hai Bà Trưng,Hà Nội
6800000000.0,100.0,2,4,,Thủ Đức,Hồ Chí Minh
11800000000.0,55.0,6,7,4.0,Thanh Xuân,Hà Nội
18800000000.0,58.0,4,5,8.0,Hai Bà Trưng,Hà Nội
16000000000.0,65.0,15,15,3.0,Nam Từ Liêm,Hà Nội
15000000000.0,200.0,14,14,5.0,Thủ Đức,Hồ Chí Minh
27500000000.0,80.0,4,4,6.0,Hai Bà Trưng,Hà Nội
4300000000.0,55.0,2,2,5.0,Tân Phú,Hồ Chí Minh
16500000000.0,50.0,5,4,10.0,Hà Đông,Hà Nội
7100000000.0,17.3,4,4,7.0,Thanh Xuân,Hà Nội
5700000000.0,66.0,3,3,4.0,Thủ Đức,Hồ Chí Minh
28000000000.0,109.0,4,6,,Hai Bà Trưng,Hà Nội
4890000000.0,78.0,2,2,7.5,Liên Chiểu,Đà Nẵng
12900000000.0,60.0,17,17,,Thanh Trì,Hà Nội
8300000000.000001,84.0,4,4,6.0,Thủ Đức,Hồ Chí Minh
22800000000.0,61.0,5,4,7.0,Hoàng Mai,Hà Nội
30000000000.0,80.0,5,6,4.0,Hai Bà Trưng,Hà Nội
4750000000.0,45.0,3,4,3.0,Quận 9,Hồ Chí Minh
27000000000.0,80.0,4,5,8.0,Hai Bà Trưng,Hà Nội
6200000000.0,30.0,4,5,,Quận 8,Hồ Chí Minh
18900000000.0,75.0,6,5,6.0,Hai Bà Trưng,Hà Nội
5200000000.0,52.0,3,4,8.0,Bình Tân,Hồ Chí Minh
4800000000.0,53.0,2,2,3.0,Thủ Đức,Hồ Chí Minh
13000000000.0,130.0,3,4,8.0,Quận 7,Hồ Chí Minh
24800000000.0,80.0,4,6,,Hai Bà Trưng,Hà Nội
13500000000.0,120.5,3,2,6.0,Gò Vấp,Hồ Chí Minh
28000000000.0,88.0,4,4,,Hai Bà Trưng,Hà Nội
11000000000.0,50.0,4,5,,Long Biên,Hà Nội
29000000000.0,87.0,4,4,6.0,Hai Bà Trưng,Hà Nội
16000000000.0,80.0,6,5,5.0,Hoàng Mai,Hà Nội
4600000000.0,53.0,3,3,3.0,Thủ Đức,Hồ Chí Minh
5100000000.0,60.0,2,2,4.0,Bình Tân,Hồ Chí Minh
45000000000.0,152.0,6,6,4.0,Hai Bà Trưng,Hà Nội
27000000000.0,80.0,4,4,10.0,Hai Bà Trưng,Hà Nội
17000000000.0,60.0,4,5,10.0,Hai Bà Trưng,Hà Nội
8700000000.0,37.8,5,3,2.7,Cầu Giấy,Hà Nội
22000000000.0,88.0,4,6,6.0,Hai Bà Trưng,Hà Nội
29500000000.0,90.0,4,4,4.0,Hai Bà Trưng,Hà Nội
6700000000.0,47.0,3,4,,Hoàng Mai,Hà Nội
12400000000.0,38.0,3,4,,Tây Hồ,Hà Nội
6500000000.0,37.0,3,3,5.0,Long Biên,Hà Nội
19700000000.0,57.2,4,4,6.0,Nam Từ Liêm,Hà Nội
4450000000.0,32.0,3,4,,Bắc Từ Liêm,Hà Nội
6000000000.0,32.0,3,4,,Bắc Từ Liêm,Hà Nội
5150000000.0,33.0,3,4,,Bắc Từ Liêm,Hà Nội
5100000000.0,50.0,4,4,,Bắc Từ Liêm,Hà Nội
4500000000.0,65.0,3,2,6.0,Bình Tân,Hồ Chí Minh
9650000000.0,40.0,4,4,,Hoài Đức,Hà Nội
4200000000.0,48.0,3,2,5.0,Bình Tân,Hồ Chí Minh
4200000000.0,55.0,3,2,4.0,Bình Tân,Hồ Chí Minh
9200000000.0,80.0,4,4,5.0,Tân Bình,Hồ Chí Minh
2800000000.0,60.0,2,1,3.5,Bình Tân,Hồ Chí Minh
10800000000.0,36.0,3,5,,Hai Bà Trưng,Hà Nội
14700000000.0,50.0,8,8,,Tây Hồ,Hà Nội
21000000000.0,75.0,6,5,12.0,Hoàng Mai,Hà Nội
8050000000.000001,78.0,4,4,,Long Biên,Hà Nội
5100000000.0,44.0,4,4,,Long Biên,Hà Nội
1600000000.0,215.0,2,1,,Mỹ Xuyên,Sóc Trăng
6500000000.0,80.0,4,4,4.0,Quận 7,Hồ Chí Minh
4000000000.0,32.0,4,4,,Bắc Từ Liêm,Hà Nội
7700000000.0,80.0,8,4,6.0,Tân Phú,Hồ Chí Minh
4800000000.0,33.0,4,4,3.0,Nam Từ Liêm,Hà Nội
4480000000.0,30.0,3,3,3.0,Nam Từ Liêm,Hà Nội
4000000000.0,35.0,3,4,,Bắc Từ Liêm,Hà Nội
22700000000.0,204.4,4,3,7.5,Ngũ Hành Sơn,Đà Nẵng
9450000000.0,53.0,4,4,,Hà Đông,Hà Nội
8590000000.0,39.3,5,3,2.6,Cầu Giấy,Hà Nội
9200000000.0,45.0,4,4,4.0,Nam Từ Liêm,Hà Nội
7700000000.0,40.0,4,4,,Bắc Từ Liêm,Hà Nội
19000000000.0,60.0,6,4,4.0,Đống Đa,Hà Nội
9900000000.0,52.0,4,4,3.0,Hai Bà Trưng,Hà Nội
31000000000.0,87.0,6,4,9.0,Quận 10,Hồ Chí Minh
16500000000.0,49.0,4,7,7.0,Cầu Giấy,Hà Nội
25880000000.0,120.0,4,5,6.0,Hoàng Mai,Hà Nội
11800000000.0,50.0,5,5,12.0,Hà Đông,Hà Nội
6700000000.0,90.0,4,4,,Quận 7,Hồ Chí Minh
15000000000.0,75.0,4,4,,Hà Đông,Hà Nội
10700000000.0,54.0,5,5,12.0,Hà Đông,Hà Nội
25000000000.0,136.0,5,5,12.0,Hà Đông,Hà Nội
19000000000.0,90.0,5,5,8.0,Hà Đông,Hà Nội
9400000000.0,70.2,5,5,,Quận 4,Hồ Chí Minh
9500000000.0,47.0,4,4,6.0,Hà Đông,Hà Nội
5200000000.0,64.0,4,4,6.0,Thủ Đức,Hồ Chí Minh
15000000000.0,145.0,4,4,6.0,Thủ Đức,Hồ Chí Minh
9400000000.0,100.0,4,4,12.0,Thủ Đức,Hồ Chí Minh
20000000000.0,130.0,5,5,12.0,Hà Đông,Hà Nội
6200000000.0,40.0,4,4,4.0,Long Biên,Hà Nội
8900000000.0,100.0,8,8,14.0,Bình Tân,Hồ Chí Minh
7650000000.0,106.0,7,6,4.5,Quận 9,Hồ Chí Minh
15000000000.0,50.0,4,4,4.0,Long Biên,Hà Nội
28000000000.0,100.0,22,18,6.0,Nam Từ Liêm,Hà Nội
6000000000.0,31.0,3,2,3.0,Long Biên,Hà Nội
5300000000.0,31.0,3,4,2.0,Long Biên,Hà Nội
8400000000.0,66.2,3,4,,Tân Bình,Hồ Chí Minh
6900000000.0,85.0,4,4,,Cẩm Lệ,Đà Nẵng
7500000000.0,35.0,3,4,4.0,Cầu Giấy,Hà Nội
7500000000.0,92.0,4,2,4.0,Tân Phú,Hồ Chí Minh
10300000000.0,74.6,4,4,,Tân Bình,Hồ Chí Minh
7850000000.0,31.5,3,4,3.0,Đống Đa,Hà Nội
8800000000.0,120.0,5,5,3.0,Tân Phú,Hồ Chí Minh
7290000000.0,64.0,3,3,6.0,Bình Thạnh,Hồ Chí Minh
13200000000.0,60.0,8,4,6.0,Nam Từ Liêm,Hà Nội
6850000000.0,50.0,4,4,,Thủ Đức,Hồ Chí Minh
9900000000.0,94.0,8,4,,Thủ Đức,Hồ Chí Minh
7000000000.0,32.0,4,4,3.0,Tây Hồ,Hà Nội
8600000000.0,80.0,4,4,7.0,Thủ Đức,Hồ Chí Minh
3500000000.0,140.0,2,1,4.0,Hội An,Quảng Nam
2200000000.0,60.0,4,2,4.0,Nam Từ Liêm,Hà Nội
4700000000.0,64.0,4,4,,Thủ Đức,Hồ Chí Minh
8500000000.0,64.0,4,4,,Thủ Đức,Hồ Chí Minh
6300000000.0,90.0,4,4,,Thủ Đức,Hồ Chí Minh
8800000000.0,72.0,4,5,12.0,Gò Vấp,Hồ Chí Minh
6800000000.0,19.0,3,4,,Hai Bà Trưng,Hà Nội
25000000000.0,80.0,4,3,8.0,Long Biên,Hà Nội
32000000000.0,61.0,6,8,5.0,Cầu Giấy,Hà Nội
5000000000.0,45.0,4,4,,Quận 4,Hồ Chí Minh
14000000000.0,50.0,5,3,,Cầu Giấy,Hà Nội
6900000000.0,45.0,4,4,5.0,Quận 10,Hồ Chí Minh
12300000000.0,80.0,5,4,7.0,Long Biên,Hà Nội
7500000000.0,45.0,3,3,5.0,Quận 10,Hồ Chí Minh
9900000000.0,90.0,4,4,,Quận 7,Hồ Chí Minh
6600000000.0,63.0,5,6,6.0,Bình Tân,Hồ Chí Minh
22600000000.0,102.0,4,4,3.5,Ba Đình,Hà Nội
13200000000.0,81.0,5,5,8.0,Quận 10,Hồ Chí Minh
6900000000.0,80.0,5,5,6.0,Quận 2,Hồ Chí Minh
26900000000.0,75.0,4,4,,Cầu Giấy,Hà Nội
7600000000.0,35.0,2,2,2.5,Hai Bà Trưng,Hà Nội
6900000000.0,55.0,3,3,5.0,Tân Phú,Hồ Chí Minh
15500000000.0,55.0,4,4,,Đống Đa,Hà Nội
9700000000.0,45.0,5,4,,Ba Đình,Hà Nội
8100000000.0,59.0,3,2,5.0,Quận 10,Hồ Chí Minh
11000000000.0,44.0,5,5,2.0,Hai Bà Trưng,Hà Nội
6350000000.0,35.0,4,3,2.5,Hoàng Mai,Hà Nội
13100000000.0,64.0,6,4,6.0,Quận 10,Hồ Chí Minh
3000000000.0,26.0,2,2,3.0,Tân Phú,Hồ Chí Minh
15500000000.0,47.0,4,3,,Thanh Xuân,Hà Nội
3990000000.0,80.0,2,1,2.0,Thanh Trì,Hà Nội
7900000000.0,65.0,2,2,,Gia Lâm,Hà Nội
4600000000.0,35.0,3,4,,Thanh Trì,Hà Nội
20900000000.0,56.0,4,4,5.0,Ba Đình,Hà Nội
4950000000.0,49.0,3,2,,Tân Bình,Hồ Chí Minh
4350000000.0,60.0,4,4,2.5,Đông Anh,Hà Nội
7900000000.0,45.0,4,5,,Ba Đình,Hà Nội
13000000000.0,65.7,10,6,6.0,Quận 11,Hồ Chí Minh
6500000000.0,36.0,3,4,,Long Biên,Hà Nội
4650000000.0,29.0,2,3,8.0,Phú Nhuận,Hồ Chí Minh
10350000000.0,48.0,6,4,5.0,Tây Hồ,Hà Nội
5900000000.0,125.0,4,4,4.0,Bình Tân,Hồ Chí Minh
5990000000.0,46.0,2,3,,Bình Thạnh,Hồ Chí Minh
8800000000.0,40.0,5,6,4.0,Phú Nhuận,Hồ Chí Minh
5790000000.0,96.0,3,3,5.0,Bình Tân,Hồ Chí Minh
8199999999.999999,50.8,8,6,,Quận 3,Hồ Chí Minh
7390000000.0,46.0,3,3,,Gò Vấp,Hồ Chí Minh
2950000000.0,16.0,2,2,3.0,Long Biên,Hà Nội
8000000000.0,30.2,4,4,3.0,Long Biên,Hà Nội
5200000000.0,43.0,4,4,,Hoài Đức,Hà Nội
2390000000.0,70.7,4,4,,Dĩ An,Bình Dương
16350000000.000002,80.0,4,3,,Hoàng Mai,Hà Nội
9000000000.0,620.0,4,1,8.0,Tân An,Long An
4550000000.0,84.0,4,3,5.0,Dĩ An,Bình Dương
2300000000.0,72.0,4,4,,Dĩ An,Bình Dương
4500000000.0,60.0,5,3,,Dĩ An,Bình Dương
4800000000.0,65.0,3,4,,Dĩ An,Bình Dương
17000000000.0,77.5,4,4,,Long Biên,Hà Nội
8500000000.0,43.0,3,3,2.0,Thanh Xuân,Hà Nội
4700000000.0,44.0,1,1,6.0,Quận 8,Hồ Chí Minh
5200000000.0,80.0,3,3,2.0,Hải Châu,Đà Nẵng
14800000000.0,52.0,3,3,5.0,Hà Đông,Hà Nội
19300000000.0,70.0,4,4,5.0,Long Biên,Hà Nội
7200000000.0,45.0,3,3,,Ba Đình,Hà Nội
15800000000.0,52.0,4,3,6.0,Đống Đa,Hà Nội
13000000000.0,80.0,5,4,8.0,Quận 9,Hồ Chí Minh
9890000000.0,36.0,3,4,5.0,Long Biên,Hà Nội
12000000000.0,49.0,4,4,2.5,Đống Đa,Hà Nội
8199999999.999999,42.0,4,4,,Long Biên,Hà Nội
11000000000.0,99.0,4,4,6.0,Gò Vấp,Hồ Chí Minh
5000000000.0,31.0,4,4,2.0,Hà Đông,Hà Nội
9250000000.0,45.0,4,3,,Đống Đa,Hà Nội
8700000000.0,45.0,3,4,,Hoàng Mai,Hà Nội
3100000000.0,43.0,3,3,,Thanh Khê,Đà Nẵng
10800000000.0,40.0,4,4,5.0,Tây Hồ,Hà Nội
3900000000.0,44.0,4,3,,Lê Chân,Hải Phòng
1780000000.0,50.0,3,3,,Quận 7,Hồ Chí Minh
14900000000.0,60.0,4,6,,Hà Đông,Hà Nội
17500000000.0,55.0,7,4,,Ba Đình,Hà Nội
5200000000.0,81.5,4,4,,Lê Chân,Hải Phòng
7900000000.0,35.0,3,3,2.5,Ba Đình,Hà Nội
3990000000.0,25.0,3,3,,Tân Bình,Hồ Chí Minh
19000000000.0,60.0,4,4,,Nam Từ Liêm,Hà Nội
13300000000.0,40.0,4,5,4.0,Thanh Xuân,Hà Nội
11800000000.0,68.9,6,7,6.0,Bắc Từ Liêm,Hà Nội
11900000000.0,53.0,8,4,,Thanh Xuân,Hà Nội
1550000000.0,20.0,2,2,,Thủ Đức,Hồ Chí Minh
6900000000.0,35.0,4,4,,Hai Bà Trưng,Hà Nội
9300000000.0,43.0,4,4,3.0,Long Biên,Hà Nội
46000000000.0,118.0,4,4,,Cầu Giấy,Hà Nội
14500000000.0,140.0,4,5,12.0,Quận 9,Hồ Chí Minh
18800000000.0,83.0,10,11,3.0,Bắc Từ Liêm,Hà Nội
5900000000.0,30.0,4,4,,Hai Bà Trưng,Hà Nội
2390000000.0,18.0,2,2,,Gò Vấp,Hồ Chí Minh
4850000000.0,32.0,2,3,4.0,Gò Vấp,Hồ Chí Minh
6780000000.0,82.5,4,4,5.0,Liên Chiểu,Đà Nẵng
36000000000.0,89.0,4,4,,Đống Đa,Hà Nội
10900000000.0,53.0,4,4,,Phú Nhuận,Hồ Chí Minh
4200000000.0,30.0,2,2,,Phú Nhuận,Hồ Chí Minh
5450000000.0,31.0,4,3,3.5,Bình Thạnh,Hồ Chí Minh
9900000000.0,51.0,3,2,,Bình Thạnh,Hồ Chí Minh
6150000000.0,35.0,3,2,8.0,Phú Nhuận,Hồ Chí Minh
5250000000.0,25.0,2,2,20.0,Bình Thạnh,Hồ Chí Minh
19000000000.0,63.0,4,4,,Đống Đa,Hà Nội
29500000000.0,80.0,8,5,5.0,Thanh Xuân,Hà Nội
3650000000.0,30.0,4,3,,Hoàng Mai,Hà Nội
4950000000.0,46.7,3,2,,Quận 4,Hồ Chí Minh
8600000000.0,50.0,6,4,3.0,Hoàng Mai,Hà Nội
14900000000.0,80.0,5,3,6.0,Tây Hồ,Hà Nội
5500000000.0,36.0,4,4,3.0,Phú Nhuận,Hồ Chí Minh
15800000000.0,74.0,4,3,5.0,Phú Nhuận,Hồ Chí Minh
17500000000.0,60.0,7,4,,Cầu Giấy,Hà Nội
3990000000.0,42.1,3,3,,Lê Chân,Hải Phòng
26000000000.0,80.0,21,16,8.0,Hà Đông,Hà Nội
3800000000.0,30.0,4,4,,Hà Đông,Hà Nội
3300000000.0,51.0,4,4,,Lê Chân,Hải Phòng
19500000000.0,120.0,5,4,6.0,Long Biên,Hà Nội
18500000000.0,50.0,12,6,4.0,Cầu Giấy,Hà Nội
26000000000.0,117.0,5,5,5.0,Quận 2,Hồ Chí Minh
6200000000.0,45.0,4,4,,Ngô Quyền,Hải Phòng
21800000000.0,70.0,17,4,,Thanh Xuân,Hà Nội
7380000000.0,64.0,3,2,5.0,Tân Phú,Hồ Chí Minh
13100000000.0,46.0,3,5,3.0,Long Biên,Hà Nội
21000000000.0,75.0,3,3,6.0,Hai Bà Trưng,Hà Nội
3000000000.0,100.0,2,2,3.0,Lê Chân,Hải Phòng
900000000.0,40.0,2,2,1.5,Ngô Quyền,Hải Phòng
4700000000.0,58.9,5,4,2.5,Lê Chân,Hải Phòng
