Giá,Diện tích,Số phòng ngủ,Số nhà vệ sinh,Huyện,Tỉnh
20500000000.0,96.0,4.0,5.0,Hồng Bàng,Hải Phòng
14800000000.0,80.0,6.0,6.0,Tân Bình,Hồ Chí Minh
13600000000.0,78.0,1.0,1.0,Hoàng Mai,Hà Nội
7250000000.0,52.0,4.0,3.0,Tân Phú,Hồ Chí Minh
5500000000.0,70.1,4.0,2.0,Quận 7,Hồ Chí Minh
6450000000.0,57.0,4.0,3.0,Tân Bình,Hồ Chí Minh
17500000000.0,90.0,4.0,4.0,Quận 7,Hồ Chí Minh
17900000000.0,65.0,4.0,3.0,Cầu Giấy,Hà Nội
17760000000.0,265.0,0.0,0.0,Lê Chân,Hải Phòng
22000000000.0,2771.0,0.0,0.0,Thủ Dầu Một,Bình Dương
22800000000.0,106.0,21.0,23.0,Cầu Giấy,Hà Nội
3650000000.0,71.0,0.0,0.0,Thủ Đức,Hồ Chí Minh
5890000000.0,42.0,2.0,2.0,Gò Vấp,Hồ Chí Minh
9000000000.0,191.0,4.0,3.0,Hà Đông,Hà Nội
1920000000.0,60.0,2.0,2.0,Quận 8,Hồ Chí Minh
850000000.0,58.0,2.0,1.0,Hoàng Mai,Hà Nội
37500000000.0,60.0,4.0,4.0,Đống Đa,Hà Nội
1000000000.0,50.0,0.0,0.0,Hai Bà Trưng,Hà Nội
4400000000.0,32.0,4.0,4.0,Hoài Đức,Hà Nội
60690000000.0,510.0,0.0,0.0,Ngô Quyền,Hải Phòng
852000000.0,58.0,2.0,1.0,Đống Đa,Hà Nội
22000000000.0,149.5,0.0,0.0,Quận 2,Hồ Chí Minh
45000000000.0,308.0,44.0,45.0,Đà Lạt,Lâm Đồng
7500000000.0,2186.0,0.0,0.0,Bến Lức,Long An
8900000000.0,160.0,2.0,2.0,Tân Phú,Hồ Chí Minh
3800000000.0,26.0,4.0,3.0,Gò Vấp,Hồ Chí Minh
62000000000.0,240.0,7.0,7.0,Quận 2,Hồ Chí Minh
6280000000.0,250.0,0.0,0.0,Tân Uyên,Bình Dương
14200000000.0,140.0,0.0,0.0,Quận 7,Hồ Chí Minh
2000000000.0,66.6,0.0,0.0,Thạch Thất,Hà Nội
18000000000.0,90.0,0.0,0.0,Gia Lâm,Hà Nội
550000000000.0,1125.0,0.0,0.0,Quận 1,Hồ Chí Minh
1960000000.0,62.0,2.0,2.0,Quận 8,Hồ Chí Minh
1000000000.0,40.0,1.0,1.0,Nam Từ Liêm,Hà Nội
15320000000.0,111.0,0.0,0.0,Ngô Quyền,Hải Phòng
7310000000.0,215.0,0.0,0.0,Dương Kinh,Hải Phòng
5200000000.0,52.0,2.0,3.0,Nha Trang,Khánh Hòa
18600000000.0,58.7,7.0,0.0,Quận 1,Hồ Chí Minh
5860000000.0,90.0,3.0,2.0,Thanh Xuân,Hà Nội
27000000000.0,125.0,0.0,0.0,Quận 1,Hồ Chí Minh
14000000000.0,138.0,3.0,2.0,Gò Vấp,Hồ Chí Minh
18500000000.0,74.2,10.0,0.0,Quận 1,Hồ Chí Minh
6500000000.0,34.0,4.0,4.0,Hoàng Mai,Hà Nội
2250000000.0,65.0,2.0,2.0,Quận 12,Hồ Chí Minh
14800000000.0,60.0,10.0,10.0,Bắc Từ Liêm,Hà Nội
7600000000.0,45.0,0.0,0.0,Hoàng Mai,Hà Nội
8600000000.0,35.0,3.0,4.0,Ba Đình,Hà Nội
12500000000.0,66.0,7.0,6.0,Bình Thạnh,Hồ Chí Minh
1900000000.0,45.0,2.0,1.0,Hoàng Mai,Hà Nội
11400000000.0,46.0,0.0,0.0,Thanh Xuân,Hà Nội
3800000000.0,67.0,0.0,0.0,Thường Tín,Hà Nội
10750000000.0,65.0,0.0,0.0,Thanh Xuân,Hà Nội
9300000000.0,62.0,3.0,0.0,Tân Bình,Hồ Chí Minh
6950000000.0,36.0,4.0,4.0,Phú Nhuận,Hồ Chí Minh
12500000000.0,44.4,4.0,5.0,Tân Bình,Hồ Chí Minh
6600000000.0,79.0,2.0,2.0,Quận 10,Hồ Chí Minh
6500000000.0,1100.0,2.0,1.0,Nha Trang,Khánh Hòa
27780000000.0,248.0,0.0,0.0,Ngô Quyền,Hải Phòng
9900000000.0,107.0,2.0,2.0,Quận 10,Hồ Chí Minh
2500000000.0,200.0,0.0,0.0,Đức Trọng,Lâm Đồng
2400000000.0,60.0,3.0,3.0,An Dương,Hải Phòng
11500000000.0,72.0,0.0,0.0,Gia Lâm,Hà Nội
4500000000.0,42.0,0.0,0.0,Long Biên,Hà Nội
7890000000.0,38.0,3.0,6.0,Hoàng Mai,Hà Nội
752000000000.0,4700.0,0.0,0.0,Ngô Quyền,Hải Phòng
40000000000.0,20000.0,0.0,0.0,Đức Trọng,Lâm Đồng
28000000000.0,130.0,24.0,25.0,Tây Hồ,Hà Nội
3200000000.0,50.4,4.0,2.0,An Dương,Hải Phòng
5000000000.0,90.3,3.0,2.0,Quận 9,Hồ Chí Minh
8500000000.0,1050.0,0.0,0.0,Đức Trọng,Lâm Đồng
8300000000.000001,61.0,5.0,6.0,Quận 7,Hồ Chí Minh
5000000000.0,1650.0,0.0,0.0,Đức Trọng,Lâm Đồng
3150000000.0,69.0,0.0,0.0,Hà Đông,Hà Nội
200000000000.0,490.0,0.0,0.0,Quận 3,Hồ Chí Minh
4300000000.0,60.0,2.0,2.0,Quận 12,Hồ Chí Minh
3950000000.0,90.0,3.0,2.0,Thanh Xuân,Hà Nội
4900000000.0,132.3,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
220000000.0,210.0,0.0,0.0,Đăk Đoa,Gia Lai
22900000000.0,90.0,22.0,22.0,Nam Từ Liêm,Hà Nội
19500000000.0,88.0,0.0,0.0,Cầu Giấy,Hà Nội
5690000000.0,36.0,2.0,2.0,Phú Nhuận,Hồ Chí Minh
9500000000.0,107.0,2.0,1.0,Quận 9,Hồ Chí Minh
12300000000.0,80.0,5.0,4.0,Long Biên,Hà Nội
34000000000.0,95.0,0.0,0.0,Quận 3,Hồ Chí Minh
6600000000.0,55.0,7.0,8.0,Gò Vấp,Hồ Chí Minh
75000000000.0,300.0,0.0,0.0,Hai Bà Trưng,Hà Nội
14000000000.0,50.0,6.0,6.0,Đống Đa,Hà Nội
62000000000.0,110.0,0.0,0.0,Quận 1,Hồ Chí Minh
13000000000.0,90.0,0.0,0.0,Quận 7,Hồ Chí Minh
9000000000.0,94.0,0.0,0.0,Long Biên,Hà Nội
3600000000.0,67.0,2.0,0.0,Bình Thạnh,Hồ Chí Minh
55000000000.0,200.0,0.0,0.0,Quận 10,Hồ Chí Minh
8029999999.999999,135.0,3.0,2.0,Nam Từ Liêm,Hà Nội
62000000000.0,240.0,7.0,5.0,Quận 2,Hồ Chí Minh
7340000000.0,39.0,3.0,4.0,Nam Từ Liêm,Hà Nội
4099999999.9999995,70.0,0.0,0.0,Quận 12,Hồ Chí Minh
65000000000.0,230.0,6.0,6.0,Bình Thạnh,Hồ Chí Minh
6750000000.0,68.0,0.0,0.0,Gia Lâm,Hà Nội
1850000000.0,37.0,1.0,1.0,Quận 7,Hồ Chí Minh
8300000000.000001,56.0,5.0,6.0,Quận 7,Hồ Chí Minh
2500000000.0,548.0,0.0,0.0,Quốc Oai,Hà Nội
12500000000.0,148.0,0.0,0.0,Sơn Trà,Đà Nẵng
7200000000.0,90.0,2.0,2.0,Bình Chánh,Hồ Chí Minh
110000000000.0,370.0,5.0,5.0,Thủ Đức,Hồ Chí Minh
11000000000.0,60.0,4.0,5.0,Quận 2,Hồ Chí Minh
94000000000.0,160.0,0.0,0.0,Tây Hồ,Hà Nội
5850000000.0,37.0,3.0,4.0,Hà Đông,Hà Nội
7200000000.0,30.0,4.0,4.0,Hoàng Mai,Hà Nội
14500000000.0,35.0,0.0,0.0,Cầu Giấy,Hà Nội
58500000000.0,46.0,12.0,0.0,Hoàn Kiếm,Hà Nội
12500000000.0,65.0,3.0,4.0,Tân Phú,Hồ Chí Minh
32000000000.0,108.0,4.0,4.0,Quận 10,Hồ Chí Minh
5200000000.0,49.5,3.0,0.0,Gò Vấp,Hồ Chí Minh
25000000000.0,125.7,4.0,4.0,Bắc Từ Liêm,Hà Nội
5450000000.0,80.0,3.0,4.0,Ngô Quyền,Hải Phòng
3420000000.0,70.0,2.0,2.0,Quận 9,Hồ Chí Minh
3650000000.0,52.7,2.0,1.0,Cầu Giấy,Hà Nội
5200000000.0,51.5,3.0,3.0,Lê Chân,Hải Phòng
43000000000.0,160.0,5.0,5.0,Quận 10,Hồ Chí Minh
5200000000.0,85.0,2.0,2.0,Nam Từ Liêm,Hà Nội
5900000000.0,64.0,2.0,2.0,Thanh Xuân,Hà Nội
2830000000.0,67.0,2.0,2.0,Quận 9,Hồ Chí Minh
6200000000.0,82.0,0.0,0.0,Thủ Đức,Hồ Chí Minh
2650000000.0,43.0,0.0,0.0,Đông Anh,Hà Nội
30000000000.0,197.0,4.0,5.0,Quận 2,Hồ Chí Minh
400000000000.0,430.0,0.0,0.0,Hoàn Kiếm,Hà Nội
4320000000.0,3600.0,0.0,0.0,Ba Vì,Hà Nội
31500000000.0,78.0,3.0,0.0,Quận 1,Hồ Chí Minh
43500000000.0,71.0,4.0,0.0,Tây Hồ,Hà Nội
4000000000.0,234.2,0.0,0.0,Quốc Oai,Hà Nội
5190000000.0,105.0,0.0,0.0,Liên Chiểu,Đà Nẵng
6900000000.0,102.0,4.0,2.0,Bình Tân,Hồ Chí Minh
2550000000.0,21.0,2.0,1.0,Thủ Đức,Hồ Chí Minh
4350000000.0,96.0,3.0,2.0,Dĩ An,Bình Dương
6150000000.0,90.0,3.0,3.0,Liên Chiểu,Đà Nẵng
30000000000.0,133.0,0.0,0.0,Sơn Trà,Đà Nẵng
3240000000.0,62.8,2.0,2.0,Gia Lâm,Hà Nội
15500000000.0,65.0,4.0,4.0,Hà Đông,Hà Nội
10000000000.0,66.8,4.0,4.0,Bình Thạnh,Hồ Chí Minh
3990000000.0,64.0,2.0,2.0,Bình Tân,Hồ Chí Minh
3350000000.0,115.0,0.0,0.0,Sóc Sơn,Hà Nội
610000000.0,125.0,0.0,0.0,Lương Sơn,Hòa Bình
7500000000.0,40.0,3.0,4.0,Tây Hồ,Hà Nội
4300000000.0,74.3,2.0,2.0,Gia Lâm,Hà Nội
7500000000.0,231.0,0.0,0.0,Dĩ An,Bình Dương
17300000000.0,95.0,0.0,0.0,Quận 9,Hồ Chí Minh
56800000000.0,125.0,0.0,0.0,Thanh Xuân,Hà Nội
33000000000.0,138.0,7.0,6.0,Thanh Xuân,Hà Nội
2900000000.0,72.5,0.0,0.0,Khoái Châu,Hưng Yên
8199999999.999999,59.1,0.0,0.0,Gia Lâm,Hà Nội
200000000000.0,656.0,0.0,0.0,Cầu Giấy,Hà Nội
915000000.0,90.0,3.0,3.0,Bình Chánh,Hồ Chí Minh
4500000000.0,38.1,2.0,2.0,Quận 10,Hồ Chí Minh
7800000000.0,113.0,3.0,2.0,Nam Từ Liêm,Hà Nội
20000000000.0,171.4,5.0,5.0,Thủ Đức,Hồ Chí Minh
6900000000.0,200.0,0.0,0.0,Thuận An,Bình Dương
3800000000.0,39.0,2.0,2.0,Bình Tân,Hồ Chí Minh
11000000000.0,230.0,15.0,15.0,Quận 7,Hồ Chí Minh
953000000.0,100.0,3.0,3.0,Bình Chánh,Hồ Chí Minh
18990000000.0,126.0,20.0,21.0,Thủ Đức,Hồ Chí Minh
3440000000.0,60.0,2.0,2.0,Nam Từ Liêm,Hà Nội
7790000000.0,40.0,4.0,5.0,Phú Nhuận,Hồ Chí Minh
18000000000.0,134.0,5.0,5.0,Thủ Đức,Hồ Chí Minh
7460000000.0,62.0,4.0,4.0,Đống Đa,Hà Nội
2850000000.0,45.0,3.0,3.0,Ngô Quyền,Hải Phòng
3250000000.0,43.0,0.0,0.0,Nam Từ Liêm,Hà Nội
22500000000.0,90.0,5.0,5.0,Quận 1,Hồ Chí Minh
26000000000.0,90.0,5.0,6.0,Quận 1,Hồ Chí Minh
3050000000.0,20.0,4.0,3.0,Hoàng Mai,Hà Nội
8500000000.0,35.0,3.0,3.0,Long Biên,Hà Nội
98000000000.0,312.0,10.0,10.0,Quận 1,Hồ Chí Minh
23500000000.0,200.0,7.0,7.0,Tân Bình,Hồ Chí Minh
4500000000.0,100.0,0.0,0.0,Dĩ An,Bình Dương
20000000000.0,204.0,4.0,5.0,Tân Bình,Hồ Chí Minh
11200000000.0,93.6,4.0,5.0,Nha Trang,Khánh Hòa
18400000000.0,70.0,5.0,5.0,Tây Hồ,Hà Nội
5500000000.0,108.0,0.0,0.0,Gò Vấp,Hồ Chí Minh
50000000000.0,167.5,2.0,2.0,Quận 1,Hồ Chí Minh
22500000000.0,290.0,0.0,0.0,Thủ Đức,Hồ Chí Minh
21000000000.0,80.0,5.0,5.0,Quận 1,Hồ Chí Minh
3500000000.0,43.0,4.0,3.0,Lê Chân,Hải Phòng
59000000000.0,900.0,2.0,2.0,Tân Bình,Hồ Chí Minh
2590000000.0,58.0,3.0,3.0,Hải An,Hải Phòng
28000000000.0,240.0,6.0,6.0,Tân Bình,Hồ Chí Minh
45000000000.0,148.2,3.0,5.0,Quận 1,Hồ Chí Minh
85000000000.0,405.0,0.0,0.0,Quận 1,Hồ Chí Minh
39000000000.0,195.0,7.0,5.0,Quận 1,Hồ Chí Minh
3950000000.0,54.0,4.0,3.0,Lê Chân,Hải Phòng
1550000000.0,104.3,0.0,0.0,Cửa Lò,Nghệ An
14900000000.0,79.0,18.0,18.0,Nam Từ Liêm,Hà Nội
26000000000.0,100.0,5.0,5.0,Quận 3,Hồ Chí Minh
3750000000.0,90.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
6500000000.0,300.0,0.0,0.0,Bàu Bàng,Bình Dương
65000000000.0,171.0,7.0,7.0,Quận 1,Hồ Chí Minh
1450000000.0,101.7,0.0,0.0,Cửa Lò,Nghệ An
70000000000.0,200.0,0.0,0.0,Quận 2,Hồ Chí Minh
6700000000.0,40.0,0.0,0.0,Bắc Từ Liêm,Hà Nội
129000000000.0,304.0,6.0,0.0,Quận 1,Hồ Chí Minh
5000000000.0,158.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
3450000000.0,78.0,2.0,2.0,Quận 8,Hồ Chí Minh
8000000000.0,200.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
43000000000.0,200.0,0.0,0.0,Tân Bình,Hồ Chí Minh
25000000000.0,100.0,7.0,7.0,Hồng Bàng,Hải Phòng
26900000000.0,160.0,2.0,4.0,Tân Bình,Hồ Chí Minh
5800000000.0,726.0,0.0,0.0,Ba Vì,Hà Nội
8500000000.0,163.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
6800000000.0,62.5,2.0,1.0,Bình Thạnh,Hồ Chí Minh
1850000000.0,52.0,1.0,1.0,Thuận An,Bình Dương
36000000000.0,110.0,5.0,4.0,Quận 2,Hồ Chí Minh
105000000000.0,928.0,110.0,110.0,Tân Bình,Hồ Chí Minh
3150000000.0,81.0,2.0,2.0,Quận 8,Hồ Chí Minh
7000000000.0,74.0,0.0,0.0,Gia Lâm,Hà Nội
9300000000.0,76.0,4.0,4.0,Bình Thạnh,Hồ Chí Minh
8199999999.999999,90.7,0.0,0.0,Dĩ An,Bình Dương
37000000000.0,140.0,8.0,9.0,Phú Nhuận,Hồ Chí Minh
25000000000.0,320.0,0.0,0.0,Thủ Đức,Hồ Chí Minh
3350000000.0,90.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
4400000000.0,77.0,2.0,2.0,Hoàng Mai,Hà Nội
6500000000.0,106.0,2.0,2.0,Quận 7,Hồ Chí Minh
27000000000.0,1141.0,0.0,0.0,Quận 9,Hồ Chí Minh
57000000000.0,238.0,0.0,0.0,Quận 1,Hồ Chí Minh
70000000000.0,144.0,0.0,0.0,Quận 3,Hồ Chí Minh
31000000000.0,131.0,0.0,0.0,Tây Hồ,Hà Nội
75000000000.0,198.0,0.0,0.0,Quận 1,Hồ Chí Minh
6890000000.0,38.0,0.0,0.0,Hai Bà Trưng,Hà Nội
70000000000.0,350.0,0.0,0.0,Quận 11,Hồ Chí Minh
6800000000.0,35.0,4.0,4.0,Hà Đông,Hà Nội
200000000000.0,350.0,0.0,0.0,Quận 1,Hồ Chí Minh
55000000000.0,264.0,0.0,0.0,Quận 3,Hồ Chí Minh
23000000000.0,375.0,0.0,0.0,Biên Hòa,Đồng Nai
5800000000.0,43.0,4.0,3.0,Gò Vấp,Hồ Chí Minh
5650000000.0,120.0,0.0,0.0,Thái Nguyên,Thái Nguyên
5800000000.0,30.0,5.0,6.0,Thanh Trì,Hà Nội
7570000000.0,43.0,0.0,0.0,Quận 10,Hồ Chí Minh
9800000000.0,68.0,2.0,0.0,Quận 1,Hồ Chí Minh
41000000000.0,200.0,0.0,0.0,Bắc Từ Liêm,Hà Nội
787500000.0,75.0,0.0,0.0,Hạ Long,Quảng Ninh
58000000000.0,250.0,0.0,0.0,Quận 1,Hồ Chí Minh
16500000000.0,80.0,4.0,5.0,Quận 7,Hồ Chí Minh
41000000000.0,180.0,0.0,0.0,Quận 2,Hồ Chí Minh
1550000000.0,51.0,2.0,2.0,Dĩ An,Bình Dương
11000000000.0,75.0,4.0,4.0,Gia Lâm,Hà Nội
3500000000.0,1000.0,0.0,0.0,Nhơn Trạch,Đồng Nai
11500000000.0,40.0,3.0,4.0,Thanh Xuân,Hà Nội
16500000000.0,52.0,8.0,7.0,Cầu Giấy,Hà Nội
1450000000.0,625.0,0.0,0.0,Khánh Vĩnh,Khánh Hòa
2950000000.0,154.0,0.0,0.0,Nhơn Trạch,Đồng Nai
13000000000.0,200.0,0.0,0.0,Quận 9,Hồ Chí Minh
34500000000.0,140.0,5.0,5.0,Hoàng Mai,Hà Nội
50000000000.0,300.0,39.0,40.0,Bình Thạnh,Hồ Chí Minh
17000000000.0,55.0,0.0,5.0,Ba Đình,Hà Nội
5500000000.0,126.7,0.0,0.0,An Dương,Hải Phòng
720000000.0,53.0,2.0,1.0,Quy Nhơn,Bình Định
37500000000.0,180.0,4.0,4.0,Bình Thạnh,Hồ Chí Minh
3350000000.0,74.0,2.0,2.0,Quận 8,Hồ Chí Minh
46000000000.0,230.0,0.0,0.0,Hoàng Mai,Hà Nội
12500000000.0,202.0,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
49000000000.0,120.0,0.0,0.0,Quận 3,Hồ Chí Minh
110000000000.0,363.0,0.0,0.0,Quận 1,Hồ Chí Minh
11800000000.0,85.0,4.0,3.0,Thủ Đức,Hồ Chí Minh
7500000000.0,50.0,8.0,8.0,Quận 7,Hồ Chí Minh
16300000000.0,45.2,0.0,0.0,Ba Đình,Hà Nội
1100000000.0,60.0,2.0,2.0,Thuận An,Bình Dương
22000000000.0,186.0,2.0,2.0,Thủ Đức,Hồ Chí Minh
12650000000.0,103.0,2.0,2.0,Tây Hồ,Hà Nội
3350000000.0,47.8,3.0,3.0,Lê Chân,Hải Phòng
3600000000.0,80.0,2.0,2.0,Thủ Dầu Một,Bình Dương
10500000000.0,45.0,0.0,0.0,Hà Đông,Hà Nội
1850000000.0,41.0,0.0,0.0,Gia Lâm,Hà Nội
6500000000.0,47.0,3.0,3.0,Bình Thạnh,Hồ Chí Minh
3100000000.0,161.0,0.0,0.0,Cam Ranh,Khánh Hòa
4380000000.0,63.5,3.0,2.0,Nam Từ Liêm,Hà Nội
21500000000.0,101.0,2.0,2.0,Quận 2,Hồ Chí Minh
155000000000.0,1000.0,26.0,27.0,Hội An,Quảng Nam
149000000000.0,21000.0,0.0,0.0,Tân An,Long An
9900000000.0,180.0,0.0,0.0,Sơn Trà,Đà Nẵng
120000000000.0,1100.0,0.0,0.0,Bình Thạnh,Hồ Chí Minh
1950000000.0,115.0,0.0,0.0,Phú Xuyên,Hà Nội
6300000000.0,25.0,3.0,3.0,Ba Đình,Hà Nội
3600000000.0,30.0,2.0,3.0,Nha Trang,Khánh Hòa
9800000000.0,60.0,1.0,1.0,Quận 2,Hồ Chí Minh
4950000000.0,86.0,3.0,3.0,Ngũ Hành Sơn,Đà Nẵng
8400000000.0,25.0,3.0,3.0,Quận 1,Hồ Chí Minh
1890000000.0,50.0,2.0,1.0,Đống Đa,Hà Nội
24000000000.0,71.0,2.0,2.0,Quận 1,Hồ Chí Minh
130000000000.0,496.0,5.0,3.0,Quận 2,Hồ Chí Minh
7500000000.0,80.0,4.0,3.0,Ngũ Hành Sơn,Đà Nẵng
8199999999.999999,77.0,4.0,5.0,Thủ Đức,Hồ Chí Minh
50000000000.0,181.0,4.0,3.0,Quận 2,Hồ Chí Minh
4600000000.0,50.0,0.0,0.0,Long Biên,Hà Nội
4000000000.0,90.0,5.0,4.0,Bến Lức,Long An
8600000000.0,225.0,4.0,3.0,Bến Lức,Long An
9500000000.0,118.5,3.0,2.0,Thanh Xuân,Hà Nội
6700000000.0,50.0,4.0,4.0,Gò Vấp,Hồ Chí Minh
13500000000.0,129.0,0.0,0.0,Thủ Đức,Hồ Chí Minh
6300000000.0,150.0,5.0,4.0,Bến Lức,Long An
6300000000.0,30.0,3.0,0.0,Bắc Từ Liêm,Hà Nội
177000000000.0,490.0,0.0,0.0,Quận 2,Hồ Chí Minh
10800000000.0,300.0,5.0,5.0,Bến Lức,Long An
8300000000.000001,75.0,0.0,0.0,Lê Chân,Hải Phòng
34000000000.0,150.0,5.0,4.0,Hà Đông,Hà Nội
3700000000.0,48.0,0.0,0.0,Gia Lâm,Hà Nội
18000000000.0,700.0,6.0,6.0,Bến Lức,Long An
7200000000.0,60.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
7900000000.0,117.0,7.0,10.0,Sơn Trà,Đà Nẵng
11000000000.0,166.6,0.0,0.0,Thủ Đức,Hồ Chí Minh
43000000000.0,272.0,5.0,4.0,Thủ Đức,Hồ Chí Minh
5100000000.0,79.0,2.0,2.0,Bắc Từ Liêm,Hà Nội
25000000000.0,300.0,8.0,6.0,Quận 9,Hồ Chí Minh
81000000000.0,731.0,0.0,0.0,Quận 2,Hồ Chí Minh
7630000000.0,144.0,0.0,0.0,Bình Chánh,Hồ Chí Minh
3900000000.0,71.0,2.0,2.0,Quận 2,Hồ Chí Minh
7900000000.0,93.0,4.0,5.0,Nhà Bè,Hồ Chí Minh
4650000000.0,72.0,2.0,1.0,Quận 12,Hồ Chí Minh
26500000000.0,162.0,5.0,4.0,Văn Giang,Hưng Yên
50000000000.0,140.0,0.0,0.0,Quận 2,Hồ Chí Minh
2500000000.0,69.0,2.0,2.0,Thủ Dầu Một,Bình Dương
399000000.0,500.0,0.0,0.0,Lâm Hà,Lâm Đồng
7200000000.0,48.0,2.0,2.0,Quận 6,Hồ Chí Minh
11000000000.0,100.0,2.0,2.0,Quận 9,Hồ Chí Minh
2650000000.0,95.0,0.0,0.0,Liên Chiểu,Đà Nẵng
16000000000.0,133.0,4.0,3.0,Nam Từ Liêm,Hà Nội
2100000000.0,43.4,1.0,1.0,Gia Lâm,Hà Nội
900000000.0,93.2,0.0,0.0,An Lão,Hải Phòng
4750000000.0,30.0,3.0,2.0,Bình Thạnh,Hồ Chí Minh
2150000000.0,61.0,2.0,2.0,Quận 12,Hồ Chí Minh
6850000000.0,80.0,0.0,0.0,Quận 3,Hồ Chí Minh
7200000000.0,188.5,0.0,0.0,Dĩ An,Bình Dương
7700000000.0,64.0,0.0,3.0,Quận 7,Hồ Chí Minh
9550000000.0,56.0,4.0,3.0,Bắc Từ Liêm,Hà Nội
1800000000.0,67.0,2.0,2.0,Quận 12,Hồ Chí Minh
9900000000.0,38.0,8.0,6.0,Hoàng Mai,Hà Nội
5100000000.0,85.0,0.0,0.0,Văn Giang,Hưng Yên
2200000000.0,500.0,0.0,0.0,Long Thành,Đồng Nai
3500000000.0,20000000.0,0.0,0.0,Khánh Vĩnh,Khánh Hòa
8300000000.000001,40.0,4.0,5.0,Hoàng Mai,Hà Nội
6000000000.0,52.0,4.0,3.0,Nam Từ Liêm,Hà Nội
4400000000.0,1000.0,0.0,0.0,Đức Trọng,Lâm Đồng
23500000000.0,90.0,4.0,4.0,Long Biên,Hà Nội
5800000000.0,1000.0,0.0,0.0,Đức Trọng,Lâm Đồng
4500000000.0,81.0,1.0,1.0,Thủ Đức,Hồ Chí Minh
6800000000.0,121.0,0.0,0.0,Sơn Trà,Đà Nẵng
2300000000.0,75.0,2.0,2.0,Quận 8,Hồ Chí Minh
5200000000.0,67.0,0.0,0.0,Thủ Đức,Hồ Chí Minh
9790000000.0,70.0,3.0,3.0,Phú Nhuận,Hồ Chí Minh
8600000000.0,1000.0,0.0,0.0,Quận 9,Hồ Chí Minh
3990000000.0,38.0,4.0,0.0,Hà Đông,Hà Nội
14300000000.0,67.0,15.0,0.0,Cầu Giấy,Hà Nội
8090000000.0,147.0,3.0,3.0,Thủ Đức,Hồ Chí Minh
8350000000.0,75.0,4.0,6.0,Bình Thạnh,Hồ Chí Minh
15000000000.0,47.0,4.0,0.0,Cầu Giấy,Hà Nội
3980000000.0,48.0,0.0,0.0,Gia Lâm,Hà Nội
2450000000.0,50.0,0.0,0.0,Hà Đông,Hà Nội
3300000000.0,53.0,1.0,1.0,Tân Bình,Hồ Chí Minh
15300000000.0,61.0,14.0,0.0,Cầu Giấy,Hà Nội
22000000000.0,3900.0,0.0,0.0,Củ Chi,Hồ Chí Minh
11800000000.0,55.0,0.0,0.0,Cầu Giấy,Hà Nội
7600000000.0,33.0,5.0,4.0,Hai Bà Trưng,Hà Nội
4000000000.0,60.0,2.0,2.0,Đông Anh,Hà Nội
16000000000.0,120.0,0.0,0.0,Quận 12,Hồ Chí Minh
1300000000.0,123.0,2.0,1.0,Quảng Ngãi,Quảng Ngãi
9500000000.0,50.0,3.0,3.0,Hai Bà Trưng,Hà Nội
7400000000.0,46.0,5.0,4.0,Nam Từ Liêm,Hà Nội
8199999999.999999,40.0,4.0,3.0,Ba Đình,Hà Nội
4460000000.0,66.6,0.0,0.0,Đông Anh,Hà Nội
14900000000.0,40.0,0.0,0.0,Đống Đa,Hà Nội
5000000000.0,85.0,0.0,0.0,Đông Anh,Hà Nội
44600000000.0,250.0,5.0,5.0,Long Biên,Hà Nội
24000000000.0,150.0,0.0,0.0,Tân Bình,Hồ Chí Minh
10800000000.0,45.0,10.0,10.0,Bắc Từ Liêm,Hà Nội
6500000000.0,101.5,3.0,2.0,Quận 9,Hồ Chí Minh
9480000000.0,100.0,0.0,0.0,Gia Lâm,Hà Nội
7900000000.0,38.0,0.0,0.0,Bắc Từ Liêm,Hà Nội
2600000000.0,35.0,3.0,3.0,Hà Đông,Hà Nội
6200000000.0,39.0,3.0,3.0,Quận 7,Hồ Chí Minh
45000000000.0,140.0,0.0,0.0,Tây Hồ,Hà Nội
6600000000.0,60.0,3.0,0.0,Đống Đa,Hà Nội
5200000000.0,102.0,0.0,0.0,Gia Lâm,Hà Nội
7400000000.0,84.0,2.0,2.0,Nam Từ Liêm,Hà Nội
2850000000.0,56.0,2.0,1.0,Hà Đông,Hà Nội
17900000000.0,381.0,12.0,12.0,Hội An,Quảng Nam
12600000000.0,48.0,4.0,0.0,Long Biên,Hà Nội
6400000000.0,48.6,3.0,4.0,Phú Nhuận,Hồ Chí Minh
4000000000.0,60.0,0.0,0.0,Thủ Đức,Hồ Chí Minh
28000000000.0,90.0,0.0,0.0,Quận 1,Hồ Chí Minh
25000000000.0,110.0,17.0,17.0,Ba Đình,Hà Nội
4650000000.0,34.0,0.0,0.0,Long Biên,Hà Nội
76000000000.0,132.0,0.0,0.0,Phú Nhuận,Hồ Chí Minh
5400000000.0,74.0,1.0,1.0,Gò Vấp,Hồ Chí Minh
10500000000.0,100.0,0.0,0.0,Sơn Trà,Đà Nẵng
